"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"new column"	"Pathways of gene"	"Pathways of enzyme"	"Reactions of gene"	"Pathways of a reaction"
"metE"	"Rv1133c"	1259067	1261346	"probable 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase"		"superpathway of L-methionine biosynthesis (by sulfhydrylation)" // "L-methionine biosynthesis III" // "<i>S</i>-adenosyl-L-methionine cycle II"	"superpathway of L-methionine biosynthesis (by sulfhydrylation)" // "L-methionine biosynthesis III" // "<i>S</i>-adenosyl-L-methionine cycle II"	HOMOCYSMET-RXN	"<i>S</i>-adenosyl-L-methionine cycle II" // "L-methionine biosynthesis III"
"bisC"	"Rv1442"	1619791	1622091	"probable biotin sulfoxide reductase"		""	""	RXN0-6277 // "Trimethylamine-N-oxide reductase (menaquinone)"	""
"PPE55"	"Rv3347c"	3743711	3753184	"PPE family protein PPE55"		""	""	""	""
"purU"	"Rv2964"	3316529	3317461	"probable formyltetrahydrofolate deformylase"		"formaldehyde oxidation VII (THF pathway)"	"formaldehyde oxidation VII (THF pathway)"	FORMYLTHFDEFORMYL-RXN	"formaldehyde oxidation VII (THF pathway)"
G185E-6454	"Rv2239c"	2511176	2511652	"conserved hypothetical protein"		""	""	""	""
"apa"	"Rv1860"	2107736	2108713	"alanine and proline rich secreted protein"		""	""	""	""
G185E-7541	"Rv3267"	3647885	3649381	"conserved protein (CPSA-related protein)"		""	""	""	""
G185E-4922	"Rv0774c"	867440	868351	"probable conserved exported protein"		""	""	""	""
"ackA"	"Rv0409"	493851	495008	"probable acetate kinase"		"pyruvate fermentation to acetate IV" // "superpathway of acetate utilization and formation" // "acetate and ATP formation from acetyl-CoA I" // "mixed acid fermentation" // "pyruvate fermentation to acetate II"	"pyruvate fermentation to acetate IV" // "superpathway of acetate utilization and formation" // "acetate and ATP formation from acetyl-CoA I" // "mixed acid fermentation" // "pyruvate fermentation to acetate II"	ACETATEKIN-RXN	"pyruvate fermentation to acetate II" // "mixed acid fermentation" // "pyruvate fermentation to acetate IV" // "acetate and ATP formation from acetyl-CoA I"
"tesB2"	"Rv2605c"	2932297	2933142	"probable acyl-CoA thioesterase II"		"acyl-CoA hydrolysis" // "oleate &beta;-oxidation"	"acyl-CoA hydrolysis" // "oleate &beta;-oxidation"	RXN-9627 // RXN-9666 // RXN-9624 // PALMITOYL-COA-HYDROLASE-RXN // RXN-16395 // THIOESTER-RXN // ACYL-COA-HYDROLASE-RXN // RXN0-5390 // RXN-13435 // RXN-13430 // RXN-10708	"" // "acyl-CoA hydrolysis" // "oleate &beta;-oxidation"
"ethR"	"Rv3855"	4327549	4328199	"transcriptional regulatory repressor protein (TetR-family)"		""	""	""	""
G185E-7164	"Rv2912c"	3219274	3219861	"probable transcriptional regulatory protein (probably TetR-family)"		""	""	""	""
G185E-4546	"Rv0421c"	507132	507761	"conserved hypothetical protein"		""	""	""	""
"rsfB"	"Rv3687c"	4129323	4129691	"anti-anti-sigma factor"		""	""	""	""
G185E-6469	"Rv2252"	2526989	2527918	"diacylglycerol kinase"		""	""	DIACYLGLYKIN-RXN	""
"greA"	"Rv1080c"	1205304	1205798	"probable transcription elongation factor"		""	""	""	""
G185E-5683	"Rv1498c"	1689303	1689920	"probable methyltransferase"		""	""	""	""
"moaC3"	"Rv3324c"	3709715	3710248	"cyclic pyranopterin monophosphate synthase 3"		"molybdenum cofactor biosynthesis"	"molybdenum cofactor biosynthesis"	RXN-17809	"molybdenum cofactor biosynthesis"
"lprN"	"Rv3495c"	3913380	3914534	"possible Mce-family lipoprotein"		""	""	""	""
G185E-4140	"Rv0026"	29722	31068	"conserved hypothetical protein"		""	""	""	""
G185E-6069	"Rv1874"	2123684	2124370	"unknown protein"		""	""	""	""
"PPE16"	"Rv1135c"	1262272	1264128	"PPE family protein PPE16"		""	""	""	""
"pks17"	"Rv1663"	1886512	1888020	"Pks17"		""	""	RXN-17257	""
"egtE"	"Rv3700c"	4142748	4143920	"Probable hercynylcysteine sulfoxide lyase"		"ergothioneine biosynthesis I (bacteria)"	"ergothioneine biosynthesis I (bacteria)"	RXN-14428 // RXN-18088	"" // "ergothioneine biosynthesis I (bacteria)"
G185E-4163	"Rv0049"	52831	53244	"conserved hypothetical protein"		""	""	""	""
G185E-5703	"Rv1515c"	1706630	1707526	"conserved hypothetical protein"		""	""	""	""
"rplR"	"Rv0720"	813940	814308	"50S ribosomal protein L18"		""	""	""	""
G185E-5326	"Rv1158c"	1284179	1284862	"conserved hypothetical ala-, pro-rich protein"		""	""	""	""
G185E-7614	"Rv3338"	3723904	3724548	"conserved hypothetical protein"		""	""	""	""
"leuC"	"Rv2988c"	3344654	3346075	"probable 3-isopropylmalate dehydratase (large subunit)"		"superpathway of branched chain amino acid biosynthesis" // "L-leucine biosynthesis"	""	RXN-13163 // "3-isopropylmalate dehydratase" // "3-isopropylmalate dehydratase"	"" // "L-leucine biosynthesis"
"atpF"	"Rv1306"	1461321	1461836	"probable ATP synthase B chain"		""	""	ATPSYN-RXN	""
"mtc28"	"Rv0040c"	42433	43365	"secreted proline rich protein"		""	""	""	""
"vapB20"	"Rv2550c"	2870119	2870364	"possible antitoxin"		""	""	""	""
"aceE"	"Rv2241"	2512539	2515244	"pyruvate dehydrogenase E1 component subunit"		"pyruvate fermentation to acetate II" // "pyruvate decarboxylation to acetyl CoA"	""	PYRUVDEH-RXN // RXN0-1133 // RXN0-1132 // RXN0-1134 // "pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)" // "2-(&alpha;-hydroxyethyl)-TPP:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine acetyltransferase"	"pyruvate fermentation to acetate II" // "pyruvate decarboxylation to acetyl CoA" // ""
G185E-7401	"Rv3136A"	3502945	3503277	"conserved protein"		""	""	""	""
G185E-5315	"Rv1148c"	1276300	1277748	"conserved hypothetical protein"		""	""	""	""
G185E-7234	"Rv2979c"	3335164	3335748	"probable resolvase"		""	""	""	""
"cfp29"	"Rv0798c"	891472	892269	"29 KDa antigen"		""	""	""	""
G185E-7026	"Rv2777c"	3084485	3085555	"conserved hypothetical protein"		""	""	""	""
G185E-4490	"Rv0366c"	444222	444815	"conserved hypothetical protein"		""	""	""	""
"adhA"	"Rv1862"	2109544	2110584	"probable alcohol dehydrogenase"		"ethanol degradation II" // "pyruvate fermentation to ethanol II" // "mixed acid fermentation" // "ethanol degradation I"	"ethanol degradation II" // "pyruvate fermentation to ethanol II" // "mixed acid fermentation" // "ethanol degradation I"	RXN-12448 // RXN-161 // RXN-13198 // ALCOHOL-DEHYDROG-RXN // OCTANOL-DEHYDROGENASE-RXN // HEXANOL-RXN // "phytol dehydrogenase" // ALCOHOL-DEHYDROG-GENERIC-RXN	"" // "ethanol degradation I" // "mixed acid fermentation" // "pyruvate fermentation to ethanol II" // "ethanol degradation II"
G185E-5099	"Rv0944"	1053765	1054241	"possible formamidopyrimidine-DNA glycosylase"		""	""	RXN-18435 // 3.2.2.23-RXN	""
G185E-7220	"Rv2966c"	3318901	3319467	"possible methyltransferase (methylase)"		""	""	""	""
G185E-4938	"Rv0789c"	883451	884050	"hypothetical protein"		""	""	""	""
G185E-6873	"Rv2629"	2955767	2956891	"conserved protein"		""	""	""	""
G185E-6864	"Rv2620c"	2947462	2947887	"probable conserved transmembrane protein"		""	""	""	""
G185E-6390	"Rv2180c"	2442327	2443214	"probable conserved integral membrane protein"		""	""	""	""
"psd"	"Rv0437c"	525387	526082	"possible phosphatidylserine decarboxylase"		"phosphatidylethanolamine biosynthesis I"	"phosphatidylethanolamine biosynthesis I"	PHOSPHASERDECARB-RXN	"phosphatidylethanolamine biosynthesis I"
G185E-4571	"Rv0446c"	534445	535215	"possible conserved transmembrane protein"		""	""	""	""
G185E-4924	"Rv0776c"	868984	869763	"conserved hypothetical protein"		""	""	""	""
"PE_PGRS33"	"Rv1818c"	2061178	2062674	"PE-PGRS family protein PE_PGRS33"		""	""	""	""
"cyp121"	"Rv2276"	2547749	2548939	"mycocyclosin synthase"		"mycocyclosin biosynthesis"	"mycocyclosin biosynthesis"	RXN-14313	"mycocyclosin biosynthesis"
"pdxH"	"Rv2607"	2934198	2934872	"probable pyridoxamine 5'-phosphate oxidase"		"pyridoxal 5'-phosphate biosynthesis I"	"pyridoxal 5'-phosphate biosynthesis I"	PMPOXI-RXN // PNPOXI-RXN	"" // "pyridoxal 5'-phosphate biosynthesis I"
"yrbE2B"	"Rv0588"	685928	686815	"conserved hypothetical integral membrane protein"		""	""	""	""
"cyp128"	"Rv2268c"	2542807	2544276	"II-dihydromenaquinone-9 &omega;-hydroxylase"		"&omega;-sulfo-II-dihydromenaquinone-9 biosynthesis"	"&omega;-sulfo-II-dihydromenaquinone-9 biosynthesis"	RXN-16853	"&omega;-sulfo-II-dihydromenaquinone-9 biosynthesis"
"eis"	"Rv2416c"	2714124	2715332	"<i>N</i>-acetyltransferase Eis"		""	""	""	""
G185E-6085	"Rv1889c"	2138661	2139017	"conserved hypothetical protein"		""	""	""	""
"recR"	"Rv3715c"	4159889	4160500	"probable recombination protein"		""	""	""	""
"thiC"	"Rv0423c"	508582	510225	"probable thiamine biosynthesis protein"		""	""	""	""
G185E-7630	"Rv3354"	3769111	3769500	"conserved hypothetical protein"		""	""	""	""
"rplI"	"Rv0056"	59409	59867	"50S ribosomal protein L9"		""	""	""	""
G185E-6095	"Rv1898"	2144940	2145248	"conserved hypothetical protein"		""	""	""	""
G185E-7974	"Rv3689"	4130357	4131712	"probable conserved transmembrane protein"		""	""	""	""
G185E-4349	"Rv0229c"	274306	274986	"possible conserved membrane protein with PIN domain"		""	""	""	""
"mmpL12"	"Rv1522c"	1714172	1717612	"probable conserved transmembrane transport protein"		""	""	""	""
"cut5a"	"Rv3724A"	4169467	4169709	"probable cutinase precursor [first part]"		""	""	3.1.1.74-RXN	""
G185E-5685	"Rv1499"	1690407	1690805	"hypothetical protein"		""	""	""	""
G185E-7639	"Rv3363c"	3774136	3774504	"conserved hypothetical protein"		""	""	""	""
G185E-7602	"Rv3326"	3710708	3711694	"probable transposase"		""	""	RXN0-5131	""
"pncA"	"Rv2043c"	2288681	2289241	"pyrazinamidase/nicotinamidase"		"NAD salvage pathway I (PNC VI cycle)"	"NAD salvage pathway I (PNC VI cycle)"	NICOTINAMID-RXN // PYRAZIN-RXN	"NAD salvage pathway I (PNC VI cycle)" // ""
"vapB1"	"Rv0064A"	71589	71828	"possible antitoxin"		""	""	""	""
G185E-4142	"Rv0028"	31514	31819	"conserved hypothetical protein"		""	""	""	""
G185E-5719	"Rv1531"	1732473	1733039	"conserved protein"		""	""	""	""
"fbiC"	"Rv1173"	1302931	1305501	"probable F420 biosynthesis protein"		""	""	""	""
"topA"	"Rv3646c"	4084453	4087257	"DNA topoisomerase I"		""	""	5.99.1.2-RXN	""
"eccCb1"	"Rv3871"	4348827	4350602	"ESX conserved component EccCb1. ESX-1 type VII secretion system protein."		""	""	""	""
G185E-6471	"Rv2254c"	2528520	2528975	"probable integral membrane protein"		""	""	""	""
G185E-5303	"Rv1136"	1264606	1264947	"possible enoyl-CoA hydratase"		"superpathway of cholesterol degradation II (cholesterol dehydrogenase)" // "androstenedione degradation" // "L-valine degradation I" // "fatty acid &beta;-oxidation I"	"superpathway of cholesterol degradation II (cholesterol dehydrogenase)" // "androstenedione degradation" // "L-valine degradation I" // "fatty acid &beta;-oxidation I"	RXN-19802 // "Methylacrylyl-CoA hydratase" // "trans-tetradec-2-enoyl-CoA hydratase" // RXN-17776 // RXN-17793 // RXN-16558 // RXN-16135 // RXN-17114 // "(S)-3-hydroxybutanoyl-CoA dehydrogenase" // RXN-12567 // RXN-13616 // RXN-17797 // ENOYL-COA-HYDRAT-RXN	"androstenedione degradation" // "L-valine degradation I" // "" // "fatty acid &beta;-oxidation I"
"bfrA"	"Rv1876"	2125340	2125819	"probable bacterioferritin"		""	""	""	""
"narI"	"Rv1164"	1293406	1294146	"probable respiratory nitrate reductase (gamma chain)"		""	""	""	""
G185E-7222	"Rv2968c"	3323071	3323703	"probable conserved integral membrane protein"		""	""	""	""
"ilvB1"	"Rv3003c"	3361130	3362986	"acetolactate synthase (large subunit)"		"L-valine biosynthesis" // "superpathway of branched chain amino acid biosynthesis" // "superpathway of L-isoleucine biosynthesis I" // "L-isoleucine biosynthesis I (from threonine)"	""	ACETOLACTSYN-RXN // "2-aceto-2-hydroxy-butyrate synthase"	"L-valine biosynthesis" // "L-isoleucine biosynthesis I (from threonine)"
"cyp126"	"Rv0778"	871431	872675	"possible cytochrome P450 126"		""	""	""	""
"leuB"	"Rv2995c"	3352458	3353468	"probable 3-isopropylmalate dehydrogenase"		"superpathway of branched chain amino acid biosynthesis" // "L-leucine biosynthesis"	"superpathway of branched chain amino acid biosynthesis" // "L-leucine biosynthesis"	RXNQT-4178 // RXN-18200 // RXNQT-4174 // RXN-18202 // RXNQT-4171 // RXN-18204 // RXNQT-4168 // RXN-18206 // RXNQT-4165 // RXN-18208 // RXN-13158 // 3-ISOPROPYLMALDEHYDROG-RXN // RXN-14986 // RXN-18210	"" // "L-leucine biosynthesis"
G185E-6852	"Rv2609c"	2936810	2937865	"probable conserved membrane protein"		""	""	""	""
"ctpH"	"Rv0425c"	510702	515321	"possible metal cation transporting P-type ATPase"		""	""	TRANS-RXN185E-2	""
"PE_PGRS56"	"Rv3512"	3941724	3944963	"PE-PGRS family protein PE_PGRS56"		""	""	""	""
G185E-6473	"Rv2256c"	2529341	2529874	"conserved hypothetical protein"		""	""	""	""
G185E-6893	"Rv2645"	2970123	2970554	"hypothetical protein"		""	""	""	""
"egtC"	"Rv3702c"	4144913	4145614	"Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase"		"ergothioneine biosynthesis I (bacteria)"	"ergothioneine biosynthesis I (bacteria)"	RXN-14429	"ergothioneine biosynthesis I (bacteria)"
G185E-4960	"Rv0811c"	905234	906340	"conserved protein"		""	""	""	""
"glnA3"	"Rv1878"	2128022	2129374	"probable glutamine synthetase"		"L-glutamine biosynthesis I"	"L-glutamine biosynthesis I"	GLUTAMINESYN-RXN	"L-glutamine biosynthesis I"
"gshA"	"Rv3704c"	4146888	4148186	"glutamate--cysteine ligase"		"glutathione biosynthesis" // "ergothioneine biosynthesis I (bacteria)"	"glutathione biosynthesis" // "ergothioneine biosynthesis I (bacteria)"	GLUTCYSLIG-RXN	"ergothioneine biosynthesis I (bacteria)" // "glutathione biosynthesis"
"Rv2636"	"Rv2636"	2962713	2963390	"Putative O-phosphotransferase Rv2636"		""	""	""	""
G185E-4587	"Rv0460"	551749	551988	"conserved hydrophobic protein"		""	""	""	""
"fadE16"	"Rv1679"	1903299	1904420	"possible acyl-CoA dehydrogenase"		"fatty acid &beta;-oxidation I"	"fatty acid &beta;-oxidation I"	RXN-17783 // RXN-17796 // RXN-17792 // RXN-17775 // RXN-17779 // RXN-17784 // RXN-17788 // ACYLCOADEHYDROG-RXN	"" // "fatty acid &beta;-oxidation I"
G185E-7618	"Rv3342"	3728624	3729355	"possible methyltransferase (methylase)"		""	""	""	""
G185E-6510	"Rv2292c"	2564029	2564253	"hypothetical protein"		""	""	""	""
G185E-4951	"Rv0802c"	894972	895628	"possible succinyltransferase in the GCN5-related N-acetyltransferase family"		""	""	""	""
G185E-4158	"Rv0044c"	48233	49027	"possible oxidoreductase"		""	""	""	""
"metC"	"Rv3340"	3726127	3727476	"probable O-acetylhomoserine sulfhydrylase"		"superpathway of L-methionine biosynthesis (by sulfhydrylation)" // "L-methionine biosynthesis III" // "L-homocysteine biosynthesis"	"superpathway of L-methionine biosynthesis (by sulfhydrylation)" // "L-methionine biosynthesis III" // "L-homocysteine biosynthesis"	ACETYLHOMOSER-CYS-RXN // O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	"L-homocysteine biosynthesis" // ""
"fadD10"	"Rv0099"	108156	109778	"possible fatty-acid-CoA ligase"		"fatty acid &beta;-oxidation I" // "palmitate biosynthesis II (bacteria and plants)" // "octane oxidation" // "superpathway of mycolate biosynthesis" // "stearate biosynthesis II (bacteria and plants)"	"fatty acid &beta;-oxidation I" // "palmitate biosynthesis II (bacteria and plants)" // "octane oxidation" // "superpathway of mycolate biosynthesis" // "stearate biosynthesis II (bacteria and plants)"	RXN-19751 // TRANS-RXN0-623 // RXN0-7248 // RXN0-7239 // RXN0-7238 // "straight chain (<i>R</i>)-2-hydroxy fatty acyl-CoA ligase" // "2,3,4-saturated fatty acyl-CoA synthetase" // RXN-9623 // RXN-9644 // RXN-13614 // RXN-16393 // "straight chain fatty acyl-CoA ligase" // RXN-16401 // "phytenoyl-CoA synthetase" // "3-methyl-branched fatty acyl-CoA ligase" // RXN-9673 // RXN-16415 // RXN-12184 // RXN-16418 // "octanoyl-CoA ligase" // RXN66-484 // RXN66-483 // RXN-16380 // "15-tetracosenoate&mdash;CoA ligase" // RXN-16389 // LINOLENOYL-RXN // RXN-12978 // RXN-16402	"" // "fatty acid &beta;-oxidation I" // "palmitate biosynthesis II (bacteria and plants)" // "octane oxidation" // "stearate biosynthesis II (bacteria and plants)"
G185E-5698	"Rv1510"	1701295	1702593	"conserved probable membrane protein"		""	""	""	""
G185E-6111	"Rv1914c"	2159921	2160328	"unknown protein"		""	""	""	""
G185E-5500	"Rv1322"	1484982	1485278	"conserved hypothetical protein"		""	""	""	""
"PPE67"	"Rv3739c"	4190284	4190517	"PPE family protein PPE67"		""	""	""	""
"nuoH"	"Rv3152"	3519282	3520514	"probable NADH dehydrogenase I (chain H)"		"NADH to cytochrome <i>bd</i> oxidase electron transfer I" // "aerobic respiration I (cytochrome c)"	""	NADH-DEHYDROG-A-RXN	"aerobic respiration I (cytochrome c)" // "NADH to cytochrome <i>bd</i> oxidase electron transfer I"
"dxs2"	"Rv3379c"	3793257	3794867	"probable 1-deoxy-D-xylulose 5-phosphate synthase"		"pyridoxal 5'-phosphate biosynthesis I"	"pyridoxal 5'-phosphate biosynthesis I"	DXS-RXN	"pyridoxal 5'-phosphate biosynthesis I"
"PPE11"	"Rv0453"	543174	544730	"PPE family protein PPE11"		""	""	""	""
G185E-4156	"Rv0042c"	46581	47207	"possible transcriptional regulatory protein (probably MarR-family)"		""	""	""	""
G185E-5696	"Rv1508A"	1699866	1700228	"conserved hypothetical protein"		""	""	""	""
G185E-6501	"Rv2283"	2555941	2556135	"hypothetical protein"		""	""	""	""
G185E-5318	"Rv1151c"	1278904	1279617	"transcriptional regulatory protein"		""	""	""	""
"aao"	"Rv1905c"	2151433	2152395	"probable D-amino acid oxidase"		""	""	D-AMINO-ACID-OXIDASE-RXN // RXN-8163	""
G185E-4195	"Rv0078B"	87798	88004	"conserved protein"		""	""	""	""
"dnaE1"	"Rv1547"	1747694	1751248	"probable DNA polymerase III (alpha chain)"		""	""	DNA-DIRECTED-DNA-POLYMERASE-RXN	""
"omt"	"Rv1153c"	1279998	1280846	"probable O-methyltransferase"		""	""	""	""
G185E-7238	"Rv2983"	3339118	3339762	"conserved hypothetical alanine rich protein"		""	""	""	""
G185E-5359	"Rv1190"	1332980	1333858	"conserved hypothetical protein"		""	""	""	""
"PE27A"	"Rv3018A"	3378329	3378415	"PE family protein PE27A"		""	""	""	""
G185E-4942	"Rv0793"	886719	887024	"possible monooxygenase"		""	""	""	""
G185E-6909	"Rv2661c"	2981187	2981576	"hypothetical protein"		""	""	""	""
"kmtR"	"Rv0827c"	920741	921133	"metal sensor transcriptional regulator"		""	""	""	""
G185E-8020	"Rv3730c"	4180680	4181720	"conserved hypothetical protein"		""	""	""	""
G185E-6868	"Rv2624c"	2950489	2951307	"universal stress protein family protein"		""	""	""	""
"dnaE2"	"Rv3370c"	3781501	3784740	"probable DNA polymerase III (alpha chain)"		""	""	DNA-DIRECTED-DNA-POLYMERASE-RXN	""
G185E-5641	"Rv1458c"	1643319	1644260	"probable unidentified antibiotic-transport ATP-binding protein ABC transporter"		""	""	TRANS-RXN185E-16	""
G185E-4566	"Rv0441c"	530296	530724	"hypothetical protein"		""	""	""	""
G185E-6489	"Rv2272"	2545737	2546105	"probable conserved transmembrane protein"		""	""	""	""
"truB"	"Rv2793c"	3102364	3103260	"probable tRNA pseudouridine synthase B"		""	""	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	""
G185E-4186	"Rv0071"	79486	80193	"possible maturase"		""	""	""	""
"sseA"	"Rv3283"	3664928	3665821	"probable thiosulfate sulfurtransferase"		"thiosulfate disproportionation IV (rhodanese)"	"thiosulfate disproportionation IV (rhodanese)"	RXN-19040 // THIOSULFATE-SULFURTRANSFERASE-RXN // RXN0-6385 // RXN0-6359	"" // "thiosulfate disproportionation IV (rhodanese)"
"ansA"	"Rv1538c"	1741212	1742192	"probable L-asparaginase"		"L-asparagine degradation I"	"L-asparagine degradation I"	ASPARAGHYD-RXN	"L-asparagine degradation I"
"hbhA"	"Rv0475"	565797	566396	"iron-regulated heparin binding hemagglutinin"		""	""	""	""
G185E-6090	"Rv1893"	2140486	2140704	"conserved hypothetical protein"		""	""	""	""
G185E-8006	"Rv3719"	4162306	4163718	"conserved protein"		""	""	""	""
"pks4"	"Rv1181"	1315234	1319982	"probable polyketide beta-ketoacyl synthase"		""	""	""	""
"relK"	"Rv3358"	3771045	3771302	"toxin RelK"		""	""	""	""
"ddlA"	"Rv2981c"	3336796	3337917	"D-alanine--D-alanine ligase monomer"		"peptidoglycan biosynthesis III (mycobacteria)" // "UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)"	""	DALADALALIG-RXN	"UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)"
